customer_id,age_group,region,product,tenure_months,lifetime_value,nps_score,churn_risk,acquisition_channel
CX01437,55+,Europe,Add-on Services,23,45673.59,9,Medium,Website
CX01438,55+,Europe,Basic Plan,47,33564.14,9,Low,Phone
CX01439,36-45,North America,Pro Plan,58,23203.62,2,Medium,Phone
CX01440,18-25,Latin America,Enterprise Plan,34,36253.16,7,Low,In-Store
CX01441,46-55,North America,Basic Plan,14,37412.52,3,Medium,In-Store
CX01442,55+,Europe,Add-on Services,14,17730.23,3,High,Live Chat
CX01443,18-25,Asia Pacific,Enterprise Plan,2,15446.25,4,High,Website
CX01444,46-55,Latin America,Add-on Services,27,17910.58,8,Medium,Live Chat
CX01445,36-45,North America,Pro Plan,30,21704.99,2,High,Live Chat
CX01446,26-35,Latin America,Add-on Services,19,42332.03,10,Medium,In-Store
CX01447,36-45,North America,Basic Plan,52,41943.11,1,High,Website
CX01448,55+,Latin America,Basic Plan,32,37622.21,9,High,Website
CX01449,46-55,North America,Enterprise Plan,55,21321.72,3,Medium,Live Chat
CX01450,46-55,North America,Pro Plan,55,23743.93,1,Medium,Email
CX01451,46-55,Latin America,Basic Plan,24,39218.7,8,Medium,Phone
CX01452,36-45,Asia Pacific,Add-on Services,44,12456.94,6,Low,Website
CX01453,18-25,Europe,Enterprise Plan,54,40927.0,9,Medium,Phone
CX01454,26-35,Latin America,Pro Plan,36,48687.77,3,High,In-Store
CX01455,46-55,North America,Add-on Services,9,46999.89,6,High,Mobile App
CX01456,46-55,Asia Pacific,Pro Plan,28,11932.99,2,High,Website
CX01457,55+,Latin America,Enterprise Plan,54,27868.82,5,Low,Website
CX01458,18-25,North America,Add-on Services,1,31630.26,9,Low,Website
CX01459,55+,North America,Add-on Services,2,37245.81,2,Medium,In-Store
CX01460,36-45,Europe,Pro Plan,42,44946.51,4,Low,Live Chat
CX01461,26-35,Latin America,Enterprise Plan,43,3061.57,1,Low,In-Store
CX01462,18-25,North America,Basic Plan,30,46396.35,1,Low,Mobile App
CX01463,36-45,Asia Pacific,Pro Plan,6,4330.38,5,Low,Email
CX01464,18-25,Latin America,Basic Plan,27,4142.01,10,Low,Mobile App
CX01465,46-55,Latin America,Enterprise Plan,41,45460.97,2,Low,Phone
CX01466,18-25,Europe,Basic Plan,8,48807.84,5,Medium,Live Chat
CX01467,55+,North America,Pro Plan,34,37213.99,1,Low,Live Chat
CX01468,18-25,North America,Pro Plan,14,43410.28,1,Low,Website
CX01469,36-45,Europe,Pro Plan,6,36523.32,2,Medium,Phone
CX01470,46-55,Europe,Basic Plan,23,35550.14,10,Medium,Email
CX01471,46-55,Latin America,Add-on Services,60,10056.18,2,Low,In-Store
CX01472,36-45,Latin America,Basic Plan,38,39761.08,9,Medium,Mobile App
CX01473,26-35,Latin America,Add-on Services,57,22584.81,9,High,Phone
CX01474,36-45,North America,Add-on Services,28,10386.18,5,Medium,In-Store
CX01475,18-25,Latin America,Pro Plan,57,2171.12,8,Medium,Live Chat
CX01476,46-55,Asia Pacific,Enterprise Plan,26,1982.03,2,Medium,Email
CX01477,26-35,Asia Pacific,Pro Plan,5,11151.62,5,Medium,Mobile App
CX01478,36-45,North America,Basic Plan,21,34570.47,5,Low,Email
CX01479,55+,Asia Pacific,Pro Plan,36,3778.64,4,High,Mobile App
CX01480,55+,Europe,Basic Plan,36,14263.4,9,High,Website
CX01481,55+,Latin America,Add-on Services,21,40763.03,3,Low,Website
CX01482,46-55,Latin America,Basic Plan,18,21351.24,1,Medium,Mobile App
CX01483,55+,Asia Pacific,Add-on Services,16,29032.48,4,Low,In-Store
CX01484,55+,North America,Add-on Services,19,6987.37,6,Low,Live Chat
CX01485,55+,North America,Enterprise Plan,42,1305.48,7,Low,Email
CX01486,36-45,Asia Pacific,Enterprise Plan,49,17618.31,1,High,Phone
CX01487,46-55,North America,Add-on Services,20,34974.62,7,Medium,In-Store
CX01488,18-25,Asia Pacific,Basic Plan,2,11588.71,0,Low,Website
CX01489,36-45,Latin America,Pro Plan,11,4856.83,5,High,Website
CX01490,18-25,Asia Pacific,Basic Plan,8,2876.17,4,Low,Phone
CX01491,36-45,Latin America,Enterprise Plan,45,8931.76,2,High,Email
CX01492,18-25,Europe,Enterprise Plan,56,7826.07,9,Medium,In-Store
CX01493,46-55,North America,Pro Plan,37,24157.38,7,Medium,Phone
CX01494,46-55,Europe,Basic Plan,17,38427.0,1,Medium,Live Chat
CX01495,26-35,Europe,Basic Plan,5,48602.38,0,Low,Website
CX01496,26-35,Latin America,Add-on Services,13,24638.46,5,Low,Live Chat
CX01497,55+,Asia Pacific,Enterprise Plan,46,22974.09,2,High,Website
CX01498,26-35,Europe,Enterprise Plan,25,48765.7,9,High,Mobile App
CX01499,46-55,Europe,Basic Plan,18,21443.15,10,Medium,Live Chat
CX01500,18-25,Europe,Add-on Services,57,5805.08,1,Low,Website
CX01501,46-55,Europe,Enterprise Plan,2,24073.9,8,Medium,Phone
CX01502,36-45,North America,Basic Plan,23,21857.95,2,Medium,Live Chat
CX01503,46-55,Asia Pacific,Basic Plan,29,13993.15,1,Low,In-Store
CX01504,46-55,Latin America,Pro Plan,19,9877.76,2,High,Phone
CX01505,55+,Latin America,Add-on Services,7,34217.45,10,Low,Website
CX01506,26-35,North America,Basic Plan,58,2266.55,4,Low,Website
CX01507,55+,North America,Enterprise Plan,15,44188.71,6,Medium,Email
CX01508,18-25,Europe,Enterprise Plan,32,10682.42,3,Medium,In-Store
CX01509,36-45,Asia Pacific,Basic Plan,7,9661.4,9,Medium,In-Store
CX01510,36-45,Europe,Pro Plan,21,34231.4,2,Low,Phone
CX01511,46-55,Europe,Basic Plan,43,23992.73,5,Low,Mobile App
CX01512,36-45,North America,Pro Plan,44,38132.91,0,High,Phone
CX01513,46-55,North America,Add-on Services,56,12751.77,1,Low,Website
CX01514,55+,Asia Pacific,Pro Plan,34,25405.75,2,Low,Website
CX01515,36-45,Asia Pacific,Add-on Services,32,36873.34,8,Medium,In-Store
CX01516,46-55,Asia Pacific,Enterprise Plan,30,1171.27,5,Medium,In-Store
CX01517,36-45,Latin America,Basic Plan,18,34446.32,10,Low,Mobile App
CX01518,46-55,Europe,Pro Plan,23,25142.7,3,High,In-Store
CX01519,46-55,Asia Pacific,Pro Plan,48,4919.06,6,High,Website
CX01520,36-45,Latin America,Pro Plan,17,45561.2,5,Medium,Email
CX01521,55+,Latin America,Enterprise Plan,20,9933.35,9,High,In-Store
CX01522,36-45,North America,Add-on Services,51,23023.87,5,Medium,Website
CX01523,18-25,Latin America,Pro Plan,30,34205.69,8,Medium,Live Chat
CX01524,55+,Europe,Enterprise Plan,32,14768.87,4,Low,Email
CX01525,18-25,Europe,Enterprise Plan,53,29857.05,0,Medium,Phone
CX01526,18-25,Latin America,Enterprise Plan,43,41788.45,0,Medium,Mobile App
CX01527,36-45,Asia Pacific,Pro Plan,6,35803.26,2,High,Mobile App
CX01528,46-55,North America,Enterprise Plan,15,2090.77,5,Low,In-Store
CX01529,46-55,Latin America,Add-on Services,58,5357.87,4,Medium,Live Chat
CX01530,36-45,Europe,Add-on Services,44,43858.65,9,Low,In-Store
CX01531,26-35,Asia Pacific,Pro Plan,27,27937.05,4,Medium,Website
CX01532,36-45,Latin America,Pro Plan,25,39229.08,6,Low,Mobile App
CX01533,55+,Latin America,Enterprise Plan,33,46776.55,5,Medium,Phone
CX01534,46-55,Latin America,Add-on Services,27,23333.56,8,Low,Email
CX01535,18-25,Europe,Enterprise Plan,51,12510.96,8,Medium,Mobile App
CX01536,55+,Asia Pacific,Basic Plan,49,42332.81,2,Medium,In-Store
CX01537,18-25,Latin America,Add-on Services,54,3190.14,0,Medium,In-Store
CX01538,18-25,Asia Pacific,Basic Plan,53,14883.56,7,High,Phone
CX01539,18-25,North America,Basic Plan,45,10650.69,2,High,In-Store
CX01540,46-55,Europe,Pro Plan,58,33946.2,2,Medium,In-Store
CX01541,36-45,North America,Add-on Services,40,34544.85,1,Low,Website
CX01542,26-35,North America,Basic Plan,16,10612.54,7,Low,Live Chat
CX01543,46-55,Latin America,Basic Plan,60,6529.67,6,Medium,Mobile App
CX01544,26-35,Asia Pacific,Add-on Services,55,33078.89,1,Medium,Mobile App
CX01545,18-25,Europe,Pro Plan,53,37357.63,3,Low,Live Chat
CX01546,55+,Europe,Add-on Services,31,14856.79,10,Low,Live Chat
CX01547,46-55,Asia Pacific,Enterprise Plan,26,19598.13,1,Medium,Email
CX01548,46-55,Europe,Basic Plan,19,23125.57,9,Medium,Website
CX01549,55+,Asia Pacific,Basic Plan,42,32695.91,10,High,Email
CX01550,18-25,Asia Pacific,Pro Plan,30,44180.0,7,Medium,Website
CX01551,26-35,Asia Pacific,Pro Plan,23,45176.25,8,Medium,Live Chat
CX01552,18-25,Europe,Pro Plan,23,32968.7,9,Medium,Email
CX01553,26-35,Asia Pacific,Enterprise Plan,60,19999.47,10,Medium,Email
CX01554,46-55,Europe,Enterprise Plan,9,35039.55,9,High,Phone
CX01555,55+,Latin America,Basic Plan,3,1961.33,2,Low,Website
CX01556,18-25,Latin America,Add-on Services,21,38115.51,3,Low,Mobile App
CX01557,46-55,Latin America,Basic Plan,4,30789.23,1,Low,In-Store
CX01558,18-25,Latin America,Enterprise Plan,39,31749.06,0,Low,Phone
CX01559,18-25,Latin America,Add-on Services,9,49449.11,9,High,Mobile App
CX01560,26-35,Asia Pacific,Add-on Services,29,34103.03,3,Low,In-Store
CX01561,26-35,Latin America,Pro Plan,6,29314.34,10,High,Website
CX01562,26-35,North America,Pro Plan,58,759.2,6,High,Live Chat
CX01563,18-25,Asia Pacific,Pro Plan,44,36633.87,10,High,Email
CX01564,26-35,Europe,Add-on Services,33,17929.25,9,High,Mobile App
CX01565,18-25,Latin America,Add-on Services,41,19117.85,1,High,Website
CX01566,26-35,Asia Pacific,Basic Plan,8,25186.26,0,High,Live Chat
CX01567,36-45,North America,Pro Plan,53,47060.57,4,Medium,In-Store
CX01568,36-45,North America,Pro Plan,19,4201.47,9,Low,Live Chat
CX01569,55+,Asia Pacific,Add-on Services,40,3304.09,1,High,Email
CX01570,36-45,North America,Basic Plan,22,21359.58,3,Medium,Website
CX01571,26-35,Europe,Enterprise Plan,60,37988.57,0,Low,Email
CX01572,18-25,North America,Enterprise Plan,5,47520.44,9,High,Live Chat
CX01573,18-25,Latin America,Pro Plan,18,36304.82,1,Low,Email
CX01574,55+,Europe,Enterprise Plan,28,24140.83,3,Low,Website
CX01575,18-25,Europe,Add-on Services,44,34337.96,0,High,Email
CX01576,18-25,Latin America,Add-on Services,45,6699.25,6,High,Mobile App
CX01577,18-25,Latin America,Basic Plan,58,30974.83,5,Medium,Mobile App
CX01578,36-45,Latin America,Basic Plan,16,11985.65,9,Low,Mobile App
CX01579,46-55,North America,Basic Plan,56,36131.43,0,Low,Website
CX01580,26-35,Latin America,Pro Plan,19,2664.11,5,High,In-Store
CX01581,26-35,Asia Pacific,Pro Plan,39,20192.02,10,Low,In-Store
CX01582,18-25,North America,Enterprise Plan,35,10690.12,5,Low,Email
CX01583,36-45,Asia Pacific,Enterprise Plan,56,32855.37,8,Medium,Phone
CX01584,55+,North America,Basic Plan,23,45071.06,9,Medium,Phone
CX01585,18-25,Europe,Pro Plan,54,48808.95,3,Medium,In-Store
CX01586,55+,Europe,Basic Plan,24,36383.08,2,Low,Mobile App
CX01587,46-55,Latin America,Basic Plan,2,25195.92,0,Medium,Phone
CX01588,55+,Latin America,Enterprise Plan,53,48272.28,0,Medium,Live Chat
CX01589,46-55,Latin America,Basic Plan,56,19438.11,7,Low,Mobile App
CX01590,26-35,Latin America,Pro Plan,43,21838.71,0,High,Phone
CX01591,18-25,Asia Pacific,Basic Plan,59,30632.59,5,Medium,Live Chat
CX01592,26-35,North America,Enterprise Plan,47,41547.35,6,Medium,In-Store
CX01593,18-25,North America,Add-on Services,47,46657.4,4,High,Email
CX01594,46-55,Asia Pacific,Pro Plan,25,23632.96,3,Low,Website
CX01595,36-45,Asia Pacific,Basic Plan,16,38681.29,4,Medium,Live Chat
CX01596,46-55,North America,Enterprise Plan,24,13802.99,4,High,Live Chat
CX01597,18-25,North America,Enterprise Plan,37,33208.44,4,Low,Email
CX01598,46-55,North America,Add-on Services,1,23588.76,5,Medium,In-Store
CX01599,55+,Europe,Add-on Services,4,29188.73,1,Medium,Live Chat
CX01600,55+,Asia Pacific,Basic Plan,29,9400.29,4,Medium,Email
CX01601,26-35,Europe,Pro Plan,10,43626.34,10,Low,Mobile App
CX01602,18-25,North America,Pro Plan,44,25582.6,7,High,Phone
CX01603,18-25,Europe,Basic Plan,46,49602.57,4,Low,In-Store
CX01604,36-45,North America,Pro Plan,23,5903.59,8,Medium,Website
CX01605,55+,North America,Pro Plan,14,16626.56,5,High,Email
CX01606,18-25,Latin America,Enterprise Plan,10,1722.38,9,Medium,Phone
CX01607,46-55,Asia Pacific,Add-on Services,19,31284.86,2,Medium,Website
CX01608,36-45,Europe,Basic Plan,7,30647.39,5,High,In-Store
CX01609,55+,Asia Pacific,Pro Plan,25,41620.98,0,High,In-Store
CX01610,26-35,Latin America,Basic Plan,5,47951.95,3,High,Live Chat
CX01611,55+,Latin America,Basic Plan,55,43984.74,0,High,Email
CX01612,55+,Latin America,Enterprise Plan,18,10153.67,9,Medium,Mobile App
CX01613,36-45,Europe,Enterprise Plan,15,23063.15,1,High,Mobile App
CX01614,46-55,Latin America,Enterprise Plan,6,17923.24,8,Low,Phone
CX01615,46-55,Europe,Add-on Services,51,21233.09,9,Low,Live Chat
CX01616,26-35,Latin America,Pro Plan,39,13383.81,4,Medium,Phone
CX01617,18-25,North America,Add-on Services,27,25498.78,2,High,Email
CX01618,26-35,Europe,Add-on Services,1,8755.16,6,Medium,Live Chat
CX01619,46-55,North America,Pro Plan,56,2186.75,6,Low,In-Store
CX01620,26-35,North America,Pro Plan,33,43410.56,6,Medium,Phone
CX01621,26-35,Latin America,Pro Plan,46,15022.9,5,Medium,Live Chat
CX01622,55+,North America,Basic Plan,5,37068.05,5,Medium,Email
CX01623,46-55,Latin America,Enterprise Plan,49,24116.75,2,High,Mobile App
CX01624,55+,North America,Pro Plan,58,885.3,9,Medium,In-Store
CX01625,46-55,Latin America,Enterprise Plan,29,9247.75,9,Medium,Website
CX01626,26-35,Asia Pacific,Add-on Services,22,2890.25,8,High,Live Chat
CX01627,55+,Latin America,Enterprise Plan,21,19511.35,2,Low,Website
CX01628,26-35,Latin America,Enterprise Plan,37,44039.4,5,Low,Phone
CX01629,36-45,Europe,Basic Plan,19,14055.5,7,Low,Mobile App
CX01630,36-45,Asia Pacific,Basic Plan,60,11967.89,4,Low,Website
CX01631,26-35,Europe,Basic Plan,39,45175.79,8,High,Mobile App
CX01632,18-25,Latin America,Basic Plan,24,10555.48,9,Medium,In-Store
CX01633,46-55,Europe,Add-on Services,19,45940.76,1,Medium,Email
CX01634,46-55,Asia Pacific,Basic Plan,56,7272.49,4,High,In-Store
CX01635,18-25,Asia Pacific,Basic Plan,48,39769.35,1,Medium,Mobile App
CX01636,55+,Asia Pacific,Enterprise Plan,30,31715.89,8,High,Website
CX01637,36-45,North America,Add-on Services,7,46652.22,8,Medium,Mobile App
CX01638,55+,North America,Basic Plan,16,7275.3,6,Low,In-Store
CX01639,26-35,Asia Pacific,Add-on Services,10,24483.11,2,High,Email
CX01640,36-45,Europe,Pro Plan,41,43855.27,8,High,In-Store
CX01641,26-35,North America,Add-on Services,5,24789.21,9,Low,In-Store
CX01642,26-35,North America,Add-on Services,45,13522.15,6,High,Live Chat
CX01643,26-35,Asia Pacific,Add-on Services,34,33018.58,2,Medium,Mobile App
CX01644,36-45,Latin America,Add-on Services,51,31686.36,9,Medium,Live Chat
CX01645,46-55,Asia Pacific,Basic Plan,15,6062.19,4,Medium,Email
CX01646,36-45,Europe,Add-on Services,8,9221.62,5,High,Website
CX01647,36-45,Latin America,Pro Plan,50,44167.49,7,High,Email
CX01648,26-35,North America,Enterprise Plan,18,25620.63,6,Low,Live Chat
CX01649,36-45,Asia Pacific,Enterprise Plan,27,19873.23,7,Medium,Email
CX01650,36-45,North America,Enterprise Plan,32,36545.25,5,High,Website
CX01651,36-45,Latin America,Add-on Services,15,28839.03,2,High,Mobile App
CX01652,18-25,Asia Pacific,Pro Plan,39,27218.48,0,Medium,Website
CX01653,36-45,Asia Pacific,Basic Plan,42,2936.15,3,Medium,Live Chat
CX01654,26-35,Europe,Add-on Services,56,36032.11,4,Low,Phone
CX01655,36-45,Latin America,Pro Plan,36,36800.05,0,Low,Website
CX01656,55+,North America,Add-on Services,51,24502.55,2,Medium,Phone
CX01657,18-25,Europe,Pro Plan,3,13986.68,1,Medium,In-Store
CX01658,46-55,Europe,Enterprise Plan,56,4703.37,1,High,In-Store
CX01659,46-55,North America,Basic Plan,48,41597.45,9,Low,Website
CX01660,55+,Latin America,Pro Plan,54,30481.73,4,Medium,Email
CX01661,55+,North America,Enterprise Plan,18,23215.83,1,Medium,In-Store
CX01662,55+,Latin America,Add-on Services,19,21761.96,3,Medium,Live Chat
CX01663,36-45,Latin America,Enterprise Plan,59,35292.53,8,Low,Email
CX01664,18-25,Latin America,Add-on Services,24,38253.67,1,Medium,Mobile App
CX01665,55+,North America,Add-on Services,50,11989.72,5,Medium,Live Chat
CX01666,18-25,Asia Pacific,Enterprise Plan,10,40579.2,1,Low,Live Chat
CX01667,26-35,Europe,Add-on Services,38,12873.47,2,Medium,Live Chat
CX01668,46-55,Europe,Basic Plan,50,24924.18,6,Medium,In-Store
CX01669,36-45,Europe,Basic Plan,21,34605.38,9,Medium,Website
CX01670,36-45,Europe,Add-on Services,35,25240.87,10,Low,Phone
CX01671,46-55,Latin America,Basic Plan,59,5699.67,1,Medium,Mobile App
CX01672,18-25,Europe,Basic Plan,11,10269.7,1,Low,Email
CX01673,46-55,Europe,Add-on Services,9,37575.17,8,Medium,Email
CX01674,18-25,Asia Pacific,Basic Plan,28,49789.34,10,Medium,Live Chat
CX01675,36-45,Asia Pacific,Pro Plan,10,14864.74,10,Low,Live Chat
CX01676,36-45,Asia Pacific,Add-on Services,30,10925.55,5,High,In-Store
CX01677,26-35,Europe,Add-on Services,1,16225.56,2,Low,Email
CX01678,18-25,North America,Enterprise Plan,45,9789.88,1,High,Email
CX01679,36-45,North America,Basic Plan,40,23700.36,2,Low,Phone
CX01680,55+,Europe,Enterprise Plan,41,1199.41,3,Medium,Phone
CX01681,46-55,Asia Pacific,Enterprise Plan,40,38465.95,4,High,Live Chat
CX01682,26-35,North America,Pro Plan,7,36667.57,4,Low,Phone
CX01683,55+,North America,Pro Plan,52,26354.73,10,Medium,Phone
CX01684,55+,Asia Pacific,Add-on Services,14,8820.92,3,Low,Website
CX01685,55+,Europe,Pro Plan,11,24035.47,0,Medium,Website
CX01686,18-25,Europe,Add-on Services,28,33409.69,5,Medium,Live Chat
CX01687,18-25,Europe,Add-on Services,25,38809.02,7,Medium,Phone
CX01688,55+,Asia Pacific,Basic Plan,57,30466.36,3,Low,In-Store
CX01689,36-45,Europe,Add-on Services,36,22361.52,4,High,Website
CX01690,55+,Latin America,Enterprise Plan,12,1752.13,5,Medium,In-Store
CX01691,36-45,Latin America,Pro Plan,40,28209.8,3,Medium,Phone
CX01692,26-35,North America,Pro Plan,29,18369.07,3,Low,Live Chat
CX01693,36-45,Asia Pacific,Basic Plan,59,18758.94,4,High,Website
CX01694,55+,Asia Pacific,Basic Plan,42,14110.1,7,Medium,Website
CX01695,36-45,Asia Pacific,Basic Plan,37,41254.62,7,High,In-Store
CX01696,46-55,Latin America,Pro Plan,31,37621.83,10,High,Website
CX01697,18-25,Asia Pacific,Basic Plan,40,44766.12,2,High,In-Store
CX01698,26-35,Europe,Basic Plan,27,41786.19,1,Low,Email
CX01699,18-25,Asia Pacific,Basic Plan,55,27432.13,3,High,Live Chat
CX01700,18-25,Asia Pacific,Enterprise Plan,58,35610.79,9,High,Phone
CX01701,55+,North America,Add-on Services,27,41966.98,10,Low,Website
CX01702,26-35,Europe,Enterprise Plan,6,9042.97,0,Medium,Live Chat
CX01703,26-35,Latin America,Pro Plan,41,37468.01,0,Medium,Phone
CX01704,55+,Asia Pacific,Basic Plan,22,23579.49,1,High,Email
CX01705,18-25,North America,Basic Plan,12,36612.74,2,Medium,Live Chat
CX01706,18-25,Europe,Basic Plan,14,32078.31,7,Low,In-Store
CX01707,26-35,Asia Pacific,Pro Plan,48,37913.71,2,Medium,Website
CX01708,46-55,Asia Pacific,Pro Plan,18,7451.09,5,Medium,Mobile App
CX01709,26-35,Asia Pacific,Pro Plan,12,48974.27,4,High,Email
CX01710,36-45,North America,Add-on Services,23,29145.46,5,High,Live Chat
CX01711,46-55,Europe,Basic Plan,54,29468.54,2,High,Live Chat
CX01712,26-35,Latin America,Enterprise Plan,42,40639.96,4,Low,Phone
CX01713,55+,Asia Pacific,Basic Plan,33,38783.75,4,Low,Email
CX01714,36-45,North America,Basic Plan,34,33087.44,2,Medium,Mobile App
CX01715,46-55,Asia Pacific,Enterprise Plan,37,19206.55,9,Low,Phone
CX01716,18-25,Asia Pacific,Basic Plan,11,21359.68,5,Medium,In-Store
CX01717,18-25,Europe,Enterprise Plan,20,8555.91,8,Low,Website
CX01718,46-55,Latin America,Add-on Services,47,20267.01,3,Medium,In-Store
CX01719,36-45,Asia Pacific,Add-on Services,44,20357.08,0,Low,Live Chat
CX01720,18-25,Latin America,Add-on Services,50,13833.37,9,Medium,Live Chat
CX01721,18-25,Europe,Pro Plan,60,15378.85,9,High,Live Chat
CX01722,26-35,Europe,Pro Plan,43,16990.78,0,Low,Phone
CX01723,26-35,Asia Pacific,Add-on Services,26,8684.43,0,High,Mobile App
CX01724,26-35,Europe,Enterprise Plan,20,4478.58,3,Low,Email
CX01725,18-25,Europe,Pro Plan,44,27989.74,5,Low,Email
CX01726,26-35,Asia Pacific,Basic Plan,31,27716.54,6,High,Mobile App
CX01727,46-55,Latin America,Add-on Services,46,12515.73,1,Medium,Mobile App
CX01728,36-45,Europe,Add-on Services,50,16692.04,4,High,In-Store
CX01729,46-55,Latin America,Basic Plan,23,24671.31,9,Low,Mobile App
CX01730,55+,Europe,Pro Plan,24,18432.88,8,Low,Live Chat
CX01731,55+,Latin America,Basic Plan,42,11888.64,7,Low,Website
CX01732,26-35,Asia Pacific,Add-on Services,6,17309.54,10,Low,Email
CX01733,26-35,Asia Pacific,Enterprise Plan,25,33926.01,7,Low,Phone
CX01734,46-55,Europe,Pro Plan,26,34275.82,1,Medium,Website
CX01735,36-45,North America,Add-on Services,52,40442.32,2,Medium,Mobile App
CX01736,55+,Latin America,Add-on Services,1,24563.9,10,Medium,Email
CX01737,18-25,Asia Pacific,Add-on Services,17,37232.22,1,High,Email
CX01738,55+,Asia Pacific,Add-on Services,46,17085.64,8,Medium,Website
CX01739,26-35,Latin America,Add-on Services,56,33898.59,2,Low,Phone
CX01740,55+,Asia Pacific,Pro Plan,33,40735.34,7,Medium,Website
CX01741,46-55,Asia Pacific,Basic Plan,8,43460.89,7,Medium,Website
CX01742,55+,Asia Pacific,Enterprise Plan,28,17204.36,4,Low,Live Chat
CX01743,36-45,Europe,Enterprise Plan,23,21144.48,7,Medium,Phone
CX01744,18-25,North America,Enterprise Plan,47,2312.31,6,Low,Mobile App
CX01745,18-25,North America,Pro Plan,47,7659.89,7,Medium,Phone
CX01746,36-45,Latin America,Pro Plan,59,41365.78,8,High,Email
CX01747,18-25,North America,Enterprise Plan,24,2395.23,9,High,In-Store
CX01748,18-25,Latin America,Basic Plan,22,46408.31,4,Medium,Email
CX01749,18-25,Europe,Enterprise Plan,47,32818.32,1,Medium,Website
CX01750,26-35,Asia Pacific,Enterprise Plan,40,25944.96,3,High,Website
CX01751,36-45,Latin America,Pro Plan,49,46806.17,4,High,In-Store
CX01752,26-35,Asia Pacific,Basic Plan,39,20234.2,2,High,Phone
CX01753,36-45,North America,Add-on Services,14,1426.59,6,High,Mobile App
CX01754,36-45,Asia Pacific,Add-on Services,39,39617.78,10,Medium,Website
CX01755,26-35,Europe,Basic Plan,46,16568.14,1,High,Phone
CX01756,55+,Latin America,Add-on Services,41,29963.92,8,Medium,Email
CX01757,55+,North America,Enterprise Plan,22,16322.32,7,Low,Email
CX01758,46-55,Europe,Pro Plan,44,19808.03,6,Low,In-Store
CX01759,55+,North America,Add-on Services,36,49254.89,1,Low,In-Store
CX01760,55+,Asia Pacific,Enterprise Plan,19,37667.45,7,High,Email
CX01761,18-25,Europe,Pro Plan,40,17905.51,6,Medium,Website
CX01762,36-45,Latin America,Pro Plan,25,46098.23,2,Medium,Live Chat
CX01763,18-25,North America,Add-on Services,14,10959.61,1,High,Phone
CX01764,26-35,Europe,Add-on Services,36,20721.55,3,Medium,Live Chat
CX01765,36-45,Asia Pacific,Enterprise Plan,41,5729.12,10,High,In-Store
CX01766,36-45,Latin America,Pro Plan,55,20496.32,7,Medium,Email
CX01767,26-35,Europe,Add-on Services,19,665.2,5,Medium,In-Store
CX01768,26-35,North America,Add-on Services,38,32828.66,6,Medium,Mobile App
CX01769,18-25,Europe,Pro Plan,40,31186.05,1,High,Live Chat
CX01770,46-55,North America,Enterprise Plan,40,12872.07,9,High,Email
CX01771,18-25,Asia Pacific,Basic Plan,48,30266.46,10,Medium,Live Chat
CX01772,55+,Europe,Pro Plan,30,18768.68,3,Low,Email
CX01773,26-35,Asia Pacific,Pro Plan,19,3708.23,0,Low,Live Chat
CX01774,46-55,Latin America,Pro Plan,44,30360.82,3,Low,Email
CX01775,55+,North America,Enterprise Plan,56,46047.71,2,Low,Email
CX01776,18-25,North America,Basic Plan,44,34005.18,8,Medium,Email
CX01777,18-25,Latin America,Enterprise Plan,57,35940.84,1,High,Live Chat
CX01778,55+,North America,Add-on Services,31,41473.81,0,Medium,Email
CX01779,18-25,Asia Pacific,Add-on Services,46,46405.8,10,High,Email
CX01780,46-55,North America,Basic Plan,10,42429.98,9,Low,In-Store
CX01781,26-35,Asia Pacific,Add-on Services,43,17321.81,3,Medium,Mobile App
CX01782,36-45,North America,Enterprise Plan,42,34838.94,7,High,Email
CX01783,26-35,Asia Pacific,Enterprise Plan,19,34615.11,5,Medium,In-Store
CX01784,36-45,Asia Pacific,Basic Plan,49,7431.04,8,Medium,Website
CX01785,26-35,Asia Pacific,Enterprise Plan,46,14915.31,2,High,In-Store
CX01786,36-45,Latin America,Add-on Services,44,15096.54,2,Low,Live Chat
CX01787,36-45,Latin America,Enterprise Plan,41,11781.94,3,High,Phone
CX01788,26-35,North America,Enterprise Plan,24,36196.4,8,Medium,Email
CX01789,55+,Europe,Enterprise Plan,42,8215.9,8,Medium,Live Chat
CX01790,36-45,Latin America,Add-on Services,42,8871.48,8,Medium,Mobile App
CX01791,46-55,Latin America,Basic Plan,43,47373.94,5,Low,Phone
CX01792,26-35,Europe,Pro Plan,18,30627.74,1,High,Mobile App
CX01793,36-45,Latin America,Add-on Services,37,45678.77,0,High,Live Chat
CX01794,26-35,Europe,Enterprise Plan,43,2125.61,10,Low,Phone
CX01795,55+,North America,Enterprise Plan,36,48101.98,8,Low,Website
CX01796,46-55,Europe,Pro Plan,17,39964.86,2,High,In-Store
CX01797,26-35,Europe,Add-on Services,12,2491.52,9,Medium,Live Chat
CX01798,36-45,North America,Pro Plan,47,41619.27,1,Low,Live Chat
CX01799,36-45,North America,Pro Plan,15,12575.06,9,Medium,Email
CX01800,18-25,North America,Enterprise Plan,51,31878.33,3,Medium,Website
CX01801,46-55,North America,Add-on Services,13,5443.86,9,Low,Live Chat
CX01802,46-55,Asia Pacific,Basic Plan,38,21772.9,1,High,Email
CX01803,26-35,Latin America,Basic Plan,17,37850.73,9,Medium,Email
CX01804,26-35,Asia Pacific,Add-on Services,33,14545.91,10,Medium,Phone
